Exercise_ID,Exercise_Name,Body_Part,Condition,Equipment,Reps_Sets,Duration,Intensity_Level,Goal
5826,Calf Raises,Arm,Mobility Issue,Ball,3x13,11 min,High,Improve balance
5827,Calf Raises,Shoulder,Arthritis,Wall,5x15,8 min,Medium,Improve mobility
5828,Quad Sets,Wrist,Chronic Pain,Mat,5x8,19 min,Medium,Strengthen muscles
5829,Wall Push-Ups,Arm,Sports Injury,Mat,5x16,11 min,High,Improve circulation
5830,Trunk Rotation,Core,Mobility Issue,Dumbbell,2x17,20 min,Medium,Reduce pain
5831,Finger Stretch,Leg,Lower Back Pain,Resistance Band,2x10,10 min,High,Improve mobility
5832,Heel Slides,Neck,Stroke Recovery,None,3x10,9 min,Medium,Improve balance
5833,Quad Sets,Wrist,Lower Back Pain,Wall,2x18,24 min,Medium,Improve mobility
5834,Lunges,Arm,Post Fracture,Resistance Band,3x11,12 min,Low,Reduce pain
5835,Quad Sets,Shoulder,Stiffness,Ball,5x9,13 min,High,Strengthen muscles
5836,Sit to Stand,Back,Arthritis,Dumbbell,5x13,10 min,Medium,Increase flexibility
5837,Sit to Stand,Wrist,Stiffness,Wall,3x10,21 min,Medium,Improve circulation
5838,Hip Abduction,Knee,Stroke Recovery,Wall,5x17,11 min,Medium,Rehabilitation
5839,Knee Extensions,Leg,Muscle Weakness,None,4x19,13 min,Low,Improve circulation
5840,Bridging,Arm,Stroke Recovery,Chair,3x17,8 min,High,Rehabilitation
5841,Seated Marching,Wrist,Lower Back Pain,None,2x20,15 min,High,Improve balance
5842,Ankle Pumps,Leg,Post Fracture,None,4x14,18 min,High,Reduce pain
5843,Neck Stretch,Shoulder,Lower Back Pain,Dumbbell,2x11,9 min,Low,Improve mobility
5844,Neck Stretch,Wrist,Stiffness,Dumbbell,5x12,8 min,Medium,Rehabilitation
5845,Quad Sets,Leg,Stroke Recovery,Wall,2x10,24 min,Medium,Reduce pain
5846,Wall Push-Ups,Leg,Stiffness,Dumbbell,4x18,22 min,High,Reduce pain
5847,Bridging,Leg,Stiffness,Ball,3x12,17 min,Medium,Increase flexibility
5848,Knee Extensions,Neck,Muscle Weakness,Resistance Band,2x15,19 min,Medium,Rehabilitation
5849,Sit to Stand,Ankle,Stiffness,Mat,3x16,11 min,High,Improve mobility
5850,Pelvic Tilt,Arm,Lower Back Pain,Mat,2x20,9 min,Medium,Reduce pain
5851,Calf Raises,Back,Stroke Recovery,Dumbbell,3x19,17 min,Low,Improve mobility
5852,Quad Sets,Hip,Post Surgery,Ball,3x10,20 min,Medium,Increase flexibility
5853,Shoulder Flexion,Back,Chronic Pain,Mat,5x17,9 min,Medium,Improve circulation
5854,Heel Slides,Leg,Stiffness,Wall,5x17,13 min,High,Improve circulation
5855,Shoulder Flexion,Arm,Stroke Recovery,Mat,2x9,24 min,High,Rehabilitation
5856,Wrist Flexion,Shoulder,Post Surgery,Ball,4x19,9 min,Medium,Improve mobility
5857,Toe Raises,Arm,Chronic Pain,Wall,3x19,5 min,High,Improve balance
5858,Wall Push-Ups,Wrist,Lower Back Pain,Resistance Band,4x13,21 min,High,Improve mobility
5859,Seated Marching,Knee,Sports Injury,None,2x9,11 min,Medium,Reduce pain
5860,Pelvic Tilt,Arm,Lower Back Pain,None,4x14,13 min,Medium,Improve balance
5861,Wall Push-Ups,Arm,Stroke Recovery,Wall,3x9,11 min,High,Rehabilitation
5862,Hamstring Curl,Arm,Chronic Pain,Resistance Band,4x10,20 min,Medium,Increase flexibility
5863,Pelvic Tilt,Shoulder,Stiffness,Ball,4x20,11 min,Medium,Improve mobility
5864,Neck Stretch,Knee,Sports Injury,Mat,5x20,7 min,Low,Improve balance
5865,Seated Marching,Hip,Mobility Issue,Ball,2x9,21 min,Low,Reduce pain
5866,Knee Extensions,Arm,Arthritis,Resistance Band,3x11,11 min,Low,Reduce pain
5867,Calf Raises,Wrist,Chronic Pain,Chair,4x20,18 min,Low,Improve circulation
5868,Seated Marching,Wrist,Post Fracture,Dumbbell,4x8,14 min,Low,Improve balance
5869,Calf Raises,Hip,Arthritis,Resistance Band,2x20,14 min,Medium,Improve mobility
5870,Lunges,Shoulder,Sports Injury,Resistance Band,3x14,20 min,Low,Improve circulation
5871,Hip Abduction,Knee,Stiffness,None,2x13,14 min,Medium,Increase flexibility
5872,Bridging,Hip,Mobility Issue,Ball,3x13,23 min,Low,Strengthen muscles
5873,Finger Stretch,Arm,Arthritis,Dumbbell,4x20,23 min,Medium,Improve circulation
5874,Knee Extensions,Ankle,Stiffness,None,5x18,11 min,Medium,Improve circulation
5875,Bridging,Leg,Arthritis,Chair,4x15,25 min,Medium,Improve circulation
5876,Trunk Rotation,Arm,Post Fracture,Ball,2x9,20 min,Medium,Improve mobility
5877,Calf Raises,Hip,Stiffness,Chair,2x18,19 min,High,Improve balance
5878,Toe Raises,Arm,Chronic Pain,Ball,3x10,18 min,High,Increase flexibility
5879,Lunges,Knee,Sports Injury,Ball,4x11,14 min,Medium,Improve mobility
5880,Heel Slides,Arm,Chronic Pain,None,2x15,8 min,High,Reduce pain
5881,Bridging,Knee,Stroke Recovery,Resistance Band,3x12,6 min,Medium,Improve mobility
5882,Knee Extensions,Ankle,Chronic Pain,Resistance Band,2x9,9 min,Medium,Strengthen muscles
5883,Calf Raises,Arm,Stiffness,Dumbbell,4x11,17 min,High,Improve balance
5884,Knee Extensions,Wrist,Muscle Weakness,Wall,3x14,15 min,Low,Improve balance
5885,Ankle Pumps,Hip,Stroke Recovery,Mat,4x18,20 min,Medium,Improve balance
5886,Quad Sets,Knee,Mobility Issue,Chair,4x10,6 min,High,Strengthen muscles
5887,Wall Push-Ups,Core,Arthritis,Mat,5x13,11 min,Medium,Improve mobility
5888,Arm Circles,Hip,Stroke Recovery,Chair,4x15,8 min,High,Improve circulation
5889,Finger Stretch,Ankle,Stiffness,Chair,3x18,12 min,High,Strengthen muscles
5890,Arm Circles,Neck,Arthritis,Mat,5x13,5 min,Low,Strengthen muscles
5891,Wrist Flexion,Shoulder,Chronic Pain,Ball,4x14,21 min,Medium,Improve balance
5892,Wrist Flexion,Arm,Lower Back Pain,Mat,5x8,8 min,Low,Strengthen muscles
5893,Pelvic Tilt,Neck,Stroke Recovery,Wall,2x15,13 min,Low,Improve balance
5894,Toe Raises,Ankle,Mobility Issue,Resistance Band,4x9,5 min,Medium,Increase flexibility
5895,Quad Sets,Shoulder,Post Surgery,None,5x20,15 min,High,Rehabilitation
5896,Bridging,Shoulder,Arthritis,Resistance Band,5x9,13 min,High,Reduce pain
5897,Hip Abduction,Wrist,Muscle Weakness,Mat,3x10,14 min,Low,Rehabilitation
5898,Trunk Rotation,Hip,Post Surgery,Dumbbell,5x10,24 min,High,Rehabilitation
5899,Finger Stretch,Core,Stiffness,Mat,4x11,12 min,Medium,Increase flexibility
5900,Shoulder Flexion,Arm,Stiffness,Chair,4x17,16 min,Medium,Improve balance
5901,Finger Stretch,Arm,Lower Back Pain,Ball,2x17,20 min,Medium,Improve circulation
5902,Hip Abduction,Neck,Mobility Issue,Dumbbell,2x20,6 min,High,Increase flexibility
5903,Quad Sets,Back,Lower Back Pain,Wall,3x9,24 min,Low,Strengthen muscles
5904,Shoulder Flexion,Core,Chronic Pain,Ball,2x11,14 min,Low,Improve mobility
5905,Hip Abduction,Hip,Lower Back Pain,Chair,3x15,10 min,Medium,Improve circulation
5906,Arm Circles,Hip,Stiffness,Mat,5x8,5 min,High,Improve circulation
5907,Lunges,Shoulder,Post Fracture,Dumbbell,4x20,6 min,Medium,Strengthen muscles
5908,Lunges,Neck,Post Fracture,Ball,4x17,22 min,Medium,Improve balance
5909,Heel Slides,Ankle,Arthritis,Resistance Band,3x17,20 min,High,Strengthen muscles
5910,Heel Slides,Back,Muscle Weakness,Resistance Band,3x17,14 min,High,Improve balance
5911,Neck Stretch,Back,Mobility Issue,Chair,3x8,16 min,Medium,Improve balance
5912,Pelvic Tilt,Ankle,Sports Injury,Dumbbell,2x11,23 min,Medium,Improve circulation
5913,Wall Push-Ups,Leg,Arthritis,Ball,3x16,7 min,High,Reduce pain
5914,Wall Push-Ups,Shoulder,Chronic Pain,Wall,4x15,6 min,Medium,Reduce pain
5915,Hip Abduction,Neck,Arthritis,Resistance Band,4x16,8 min,Low,Increase flexibility
5916,Wrist Flexion,Neck,Stroke Recovery,Ball,5x9,18 min,Low,Increase flexibility
5917,Ankle Pumps,Hip,Sports Injury,Dumbbell,4x17,20 min,Medium,Improve balance
5918,Neck Stretch,Core,Chronic Pain,None,4x11,25 min,High,Improve mobility
5919,Ankle Pumps,Wrist,Arthritis,Wall,3x9,11 min,High,Strengthen muscles
5920,Seated Marching,Neck,Lower Back Pain,Wall,3x9,8 min,Medium,Reduce pain
5921,Sit to Stand,Hip,Chronic Pain,Mat,5x15,24 min,Low,Strengthen muscles
5922,Calf Raises,Back,Arthritis,Chair,5x9,11 min,High,Strengthen muscles
5923,Lunges,Hip,Chronic Pain,Wall,5x15,9 min,High,Rehabilitation
5924,Wall Push-Ups,Wrist,Lower Back Pain,Mat,2x15,18 min,High,Increase flexibility
5925,Bridging,Core,Post Surgery,Dumbbell,4x11,23 min,Low,Strengthen muscles
5926,Shoulder Flexion,Ankle,Mobility Issue,None,5x20,6 min,High,Improve balance
5927,Finger Stretch,Neck,Muscle Weakness,Mat,4x19,8 min,Medium,Strengthen muscles
5928,Trunk Rotation,Arm,Post Fracture,Mat,2x16,11 min,Medium,Improve balance
5929,Lunges,Knee,Stiffness,None,4x16,21 min,Low,Reduce pain
5930,Knee Extensions,Arm,Sports Injury,Mat,2x15,23 min,Medium,Reduce pain
5931,Pelvic Tilt,Leg,Muscle Weakness,Resistance Band,2x8,20 min,High,Improve circulation
5932,Trunk Rotation,Arm,Muscle Weakness,Ball,4x10,19 min,Medium,Improve balance
5933,Knee Extensions,Back,Stroke Recovery,Dumbbell,3x16,23 min,Low,Strengthen muscles
5934,Ankle Pumps,Arm,Post Fracture,Chair,4x13,14 min,High,Increase flexibility
5935,Lunges,Shoulder,Post Surgery,Wall,2x18,23 min,Low,Rehabilitation
5936,Hamstring Curl,Hip,Post Surgery,Resistance Band,5x17,6 min,High,Strengthen muscles
5937,Hamstring Curl,Wrist,Chronic Pain,Wall,5x9,5 min,Low,Strengthen muscles
5938,Heel Slides,Core,Stroke Recovery,Dumbbell,3x19,5 min,High,Increase flexibility
5939,Heel Slides,Leg,Stiffness,None,2x13,22 min,High,Rehabilitation
5940,Wrist Flexion,Shoulder,Lower Back Pain,Dumbbell,5x15,24 min,Low,Improve balance
5941,Pelvic Tilt,Back,Lower Back Pain,None,4x10,16 min,Low,Improve mobility
5942,Quad Sets,Arm,Chronic Pain,None,2x8,15 min,High,Improve circulation
5943,Bridging,Shoulder,Post Fracture,Wall,3x8,7 min,Medium,Strengthen muscles
5944,Wrist Flexion,Hip,Sports Injury,Mat,2x20,18 min,High,Rehabilitation
5945,Sit to Stand,Core,Stiffness,None,3x9,9 min,Low,Improve circulation
5946,Trunk Rotation,Ankle,Stroke Recovery,Resistance Band,4x19,13 min,High,Strengthen muscles
5947,Toe Raises,Back,Mobility Issue,Mat,5x10,14 min,Medium,Improve circulation
5948,Finger Stretch,Ankle,Mobility Issue,Resistance Band,4x13,24 min,Medium,Improve balance
5949,Heel Slides,Neck,Muscle Weakness,Wall,4x13,9 min,Medium,Improve mobility
5950,Arm Circles,Back,Post Fracture,Mat,5x8,22 min,Medium,Increase flexibility
5951,Seated Marching,Arm,Post Surgery,Chair,2x14,19 min,High,Reduce pain
5952,Finger Stretch,Back,Sports Injury,Dumbbell,2x16,7 min,High,Reduce pain
5953,Hip Abduction,Ankle,Stroke Recovery,Resistance Band,2x15,12 min,Low,Reduce pain
5954,Knee Extensions,Neck,Stiffness,Chair,3x11,12 min,High,Improve balance
5955,Calf Raises,Arm,Stiffness,None,2x11,6 min,Low,Increase flexibility
5956,Sit to Stand,Leg,Stiffness,Dumbbell,5x13,20 min,High,Rehabilitation
5957,Arm Circles,Hip,Lower Back Pain,None,5x19,16 min,High,Strengthen muscles
5958,Hip Abduction,Neck,Arthritis,Resistance Band,3x20,18 min,Low,Increase flexibility
5959,Seated Marching,Knee,Chronic Pain,None,3x18,18 min,Medium,Improve mobility
5960,Hamstring Curl,Core,Post Fracture,Chair,4x15,19 min,High,Reduce pain
5961,Bridging,Shoulder,Arthritis,Ball,2x12,18 min,High,Reduce pain
5962,Bridging,Ankle,Lower Back Pain,Chair,2x10,15 min,Medium,Improve balance
5963,Lunges,Neck,Stroke Recovery,Chair,2x12,8 min,Medium,Strengthen muscles
5964,Sit to Stand,Back,Lower Back Pain,Mat,4x14,20 min,Low,Increase flexibility
5965,Toe Raises,Back,Post Surgery,Mat,5x20,10 min,High,Improve balance
5966,Neck Stretch,Ankle,Post Fracture,Mat,3x16,17 min,High,Reduce pain
5967,Ankle Pumps,Arm,Arthritis,Dumbbell,4x14,15 min,High,Rehabilitation
5968,Sit to Stand,Back,Mobility Issue,Resistance Band,5x10,6 min,High,Reduce pain
5969,Neck Stretch,Hip,Post Fracture,Resistance Band,3x16,15 min,High,Reduce pain
5970,Bridging,Neck,Post Fracture,Wall,5x12,22 min,Medium,Improve mobility
5971,Toe Raises,Shoulder,Stroke Recovery,Wall,3x8,23 min,Medium,Improve balance
5972,Bridging,Knee,Lower Back Pain,Ball,3x11,22 min,Low,Rehabilitation
5973,Trunk Rotation,Shoulder,Chronic Pain,Mat,3x11,22 min,High,Strengthen muscles
5974,Sit to Stand,Neck,Sports Injury,Dumbbell,5x20,7 min,Medium,Increase flexibility
5975,Arm Circles,Hip,Sports Injury,Mat,2x17,6 min,Medium,Improve circulation
5976,Hip Abduction,Back,Sports Injury,Ball,3x19,10 min,High,Strengthen muscles
5977,Toe Raises,Shoulder,Mobility Issue,Ball,5x8,7 min,High,Improve balance
5978,Sit to Stand,Knee,Mobility Issue,Resistance Band,4x15,10 min,Medium,Increase flexibility
5979,Lunges,Hip,Post Fracture,Mat,3x20,9 min,Medium,Improve mobility
5980,Finger Stretch,Core,Sports Injury,Resistance Band,2x10,5 min,Low,Improve circulation
5981,Wall Push-Ups,Hip,Muscle Weakness,Ball,5x19,19 min,Low,Reduce pain
5982,Shoulder Flexion,Leg,Sports Injury,Resistance Band,4x19,6 min,High,Improve balance
5983,Wrist Flexion,Shoulder,Lower Back Pain,Ball,4x11,21 min,Medium,Reduce pain
5984,Sit to Stand,Leg,Lower Back Pain,Resistance Band,3x19,25 min,Low,Increase flexibility
5985,Arm Circles,Leg,Arthritis,Wall,2x16,22 min,Medium,Improve mobility
5986,Lunges,Arm,Post Fracture,Chair,4x19,23 min,High,Improve mobility
5987,Quad Sets,Wrist,Stroke Recovery,Resistance Band,2x8,22 min,Medium,Reduce pain
5988,Neck Stretch,Core,Muscle Weakness,Chair,4x20,18 min,Low,Improve mobility
5989,Neck Stretch,Wrist,Stroke Recovery,Dumbbell,5x12,17 min,Low,Rehabilitation
5990,Quad Sets,Leg,Chronic Pain,Wall,4x9,21 min,Medium,Improve balance
5991,Lunges,Knee,Lower Back Pain,None,3x17,19 min,Medium,Increase flexibility
5992,Bridging,Hip,Muscle Weakness,Ball,5x11,17 min,Low,Reduce pain
5993,Heel Slides,Shoulder,Post Surgery,None,3x13,8 min,Medium,Reduce pain
5994,Pelvic Tilt,Neck,Arthritis,Ball,3x8,12 min,Low,Reduce pain
5995,Seated Marching,Neck,Lower Back Pain,None,3x8,7 min,High,Improve balance
5996,Neck Stretch,Back,Arthritis,Mat,4x11,22 min,Low,Improve circulation
5997,Lunges,Ankle,Mobility Issue,Mat,3x10,23 min,High,Improve balance
5998,Bridging,Leg,Muscle Weakness,Mat,5x19,20 min,High,Improve balance
5999,Shoulder Flexion,Knee,Chronic Pain,Wall,5x20,12 min,Low,Improve balance
6000,Heel Slides,Ankle,Arthritis,Dumbbell,3x13,25 min,Medium,Rehabilitation
6001,Arm Circles,Arm,Stroke Recovery,Ball,5x14,19 min,Medium,Improve circulation
6002,Wall Push-Ups,Arm,Chronic Pain,Mat,4x10,12 min,High,Improve mobility
6003,Calf Raises,Core,Post Surgery,Ball,4x8,19 min,Medium,Reduce pain
6004,Hip Abduction,Ankle,Lower Back Pain,Chair,4x12,21 min,Low,Increase flexibility
6005,Sit to Stand,Back,Muscle Weakness,Resistance Band,5x19,16 min,Medium,Improve circulation
6006,Heel Slides,Shoulder,Arthritis,Mat,5x17,9 min,Medium,Rehabilitation
6007,Trunk Rotation,Core,Stroke Recovery,None,2x18,24 min,Low,Improve circulation
6008,Wall Push-Ups,Wrist,Mobility Issue,Ball,2x11,5 min,Low,Strengthen muscles
6009,Neck Stretch,Leg,Chronic Pain,None,3x13,11 min,Low,Reduce pain
6010,Arm Circles,Arm,Stroke Recovery,Ball,4x10,13 min,High,Rehabilitation
6011,Wrist Flexion,Wrist,Chronic Pain,Wall,3x9,13 min,Low,Rehabilitation
6012,Hamstring Curl,Leg,Chronic Pain,Dumbbell,4x9,20 min,Medium,Reduce pain
6013,Lunges,Hip,Arthritis,Chair,5x9,8 min,Low,Improve mobility
6014,Heel Slides,Knee,Muscle Weakness,Wall,4x13,12 min,High,Strengthen muscles
6015,Calf Raises,Wrist,Stroke Recovery,None,3x16,6 min,Medium,Strengthen muscles
6016,Hip Abduction,Neck,Lower Back Pain,Dumbbell,5x10,14 min,High,Reduce pain
6017,Bridging,Arm,Sports Injury,Wall,5x8,20 min,High,Strengthen muscles
6018,Neck Stretch,Ankle,Lower Back Pain,Chair,4x16,23 min,Low,Improve mobility
6019,Toe Raises,Shoulder,Lower Back Pain,None,3x8,22 min,High,Improve balance
6020,Wrist Flexion,Shoulder,Arthritis,Resistance Band,5x10,8 min,Low,Improve mobility
6021,Seated Marching,Neck,Stiffness,Dumbbell,5x10,20 min,High,Rehabilitation
6022,Arm Circles,Hip,Stiffness,None,5x13,23 min,Low,Increase flexibility
6023,Lunges,Neck,Mobility Issue,Dumbbell,4x9,23 min,Medium,Rehabilitation
6024,Arm Circles,Arm,Stroke Recovery,Resistance Band,4x12,12 min,Low,Improve mobility
6025,Toe Raises,Back,Lower Back Pain,Mat,4x10,19 min,Low,Improve circulation
6026,Arm Circles,Leg,Sports Injury,Dumbbell,3x18,12 min,Low,Improve circulation
6027,Toe Raises,Back,Sports Injury,Ball,3x15,15 min,Medium,Improve mobility
6028,Wall Push-Ups,Wrist,Stiffness,Wall,2x17,14 min,Low,Improve balance
6029,Bridging,Hip,Mobility Issue,Dumbbell,2x11,16 min,Medium,Improve circulation
6030,Neck Stretch,Leg,Stroke Recovery,Resistance Band,5x8,5 min,High,Improve balance
6031,Finger Stretch,Hip,Arthritis,Ball,4x15,23 min,Low,Improve circulation
6032,Wrist Flexion,Neck,Post Fracture,Dumbbell,3x19,21 min,High,Reduce pain
6033,Sit to Stand,Hip,Arthritis,Resistance Band,4x19,20 min,Low,Improve mobility
6034,Hamstring Curl,Knee,Mobility Issue,Mat,5x11,7 min,Medium,Strengthen muscles
6035,Arm Circles,Shoulder,Mobility Issue,Mat,3x14,5 min,High,Reduce pain
6036,Pelvic Tilt,Knee,Stroke Recovery,Mat,2x9,16 min,Medium,Improve balance
6037,Ankle Pumps,Hip,Lower Back Pain,Wall,3x11,10 min,High,Increase flexibility
6038,Wall Push-Ups,Shoulder,Sports Injury,Ball,5x20,15 min,Medium,Strengthen muscles
6039,Knee Extensions,Arm,Chronic Pain,Chair,2x20,10 min,Low,Reduce pain
6040,Arm Circles,Back,Chronic Pain,Dumbbell,2x14,10 min,High,Improve balance
6041,Seated Marching,Core,Stroke Recovery,Chair,5x15,15 min,Low,Rehabilitation
6042,Quad Sets,Neck,Chronic Pain,Ball,2x9,24 min,High,Rehabilitation
6043,Lunges,Neck,Stroke Recovery,Dumbbell,4x17,9 min,Medium,Reduce pain
6044,Lunges,Back,Chronic Pain,Resistance Band,2x13,16 min,Medium,Increase flexibility
6045,Pelvic Tilt,Knee,Post Surgery,Wall,4x8,20 min,Low,Increase flexibility
6046,Hamstring Curl,Core,Sports Injury,Wall,3x13,11 min,Medium,Reduce pain
6047,Finger Stretch,Ankle,Stiffness,Dumbbell,5x15,12 min,Low,Improve balance
6048,Finger Stretch,Core,Stiffness,Chair,2x15,14 min,Low,Improve balance
6049,Heel Slides,Neck,Lower Back Pain,Chair,5x14,12 min,Low,Improve balance
6050,Seated Marching,Back,Lower Back Pain,Dumbbell,3x17,16 min,Low,Improve circulation
6051,Sit to Stand,Hip,Lower Back Pain,None,3x13,6 min,Medium,Strengthen muscles
6052,Hip Abduction,Knee,Mobility Issue,Ball,2x12,23 min,High,Increase flexibility
6053,Neck Stretch,Shoulder,Post Fracture,Chair,2x17,13 min,Low,Rehabilitation
6054,Sit to Stand,Ankle,Lower Back Pain,Ball,2x16,17 min,Medium,Improve balance
6055,Lunges,Neck,Stroke Recovery,None,4x20,23 min,High,Improve circulation
6056,Lunges,Neck,Arthritis,None,3x8,9 min,High,Improve balance
6057,Bridging,Knee,Mobility Issue,Resistance Band,2x12,8 min,Low,Improve circulation
6058,Quad Sets,Leg,Sports Injury,Ball,5x11,8 min,Low,Increase flexibility
6059,Knee Extensions,Leg,Arthritis,Wall,2x11,11 min,Medium,Strengthen muscles
6060,Wrist Flexion,Ankle,Post Surgery,Wall,2x19,17 min,Low,Reduce pain
6061,Sit to Stand,Leg,Lower Back Pain,None,2x18,15 min,High,Improve balance
6062,Pelvic Tilt,Leg,Lower Back Pain,Wall,5x12,20 min,High,Improve circulation
6063,Finger Stretch,Hip,Lower Back Pain,None,4x17,6 min,High,Reduce pain
6064,Seated Marching,Core,Post Surgery,Resistance Band,5x13,15 min,High,Improve circulation
6065,Shoulder Flexion,Hip,Post Surgery,Mat,3x9,12 min,Low,Strengthen muscles
6066,Ankle Pumps,Arm,Post Surgery,None,4x14,24 min,Medium,Improve mobility
6067,Arm Circles,Ankle,Muscle Weakness,None,4x10,16 min,Medium,Improve mobility
6068,Quad Sets,Leg,Mobility Issue,Mat,2x9,16 min,Medium,Strengthen muscles
6069,Heel Slides,Hip,Post Fracture,Dumbbell,3x20,5 min,High,Improve mobility
6070,Seated Marching,Leg,Chronic Pain,Wall,4x14,17 min,Medium,Improve mobility
6071,Seated Marching,Ankle,Sports Injury,None,5x12,17 min,Low,Improve mobility
6072,Pelvic Tilt,Leg,Arthritis,Mat,3x15,11 min,Medium,Improve balance
6073,Finger Stretch,Shoulder,Arthritis,None,3x13,5 min,Low,Increase flexibility
6074,Seated Marching,Arm,Lower Back Pain,Dumbbell,5x8,14 min,High,Rehabilitation
6075,Toe Raises,Neck,Lower Back Pain,Resistance Band,4x8,19 min,High,Reduce pain
6076,Lunges,Leg,Post Surgery,Ball,2x13,11 min,High,Strengthen muscles
6077,Pelvic Tilt,Neck,Stiffness,Dumbbell,2x17,24 min,High,Rehabilitation
6078,Lunges,Knee,Stiffness,Wall,4x15,23 min,High,Improve circulation
6079,Lunges,Wrist,Chronic Pain,Wall,3x12,23 min,Medium,Improve mobility
6080,Quad Sets,Shoulder,Mobility Issue,Mat,3x9,12 min,High,Improve mobility
6081,Wall Push-Ups,Knee,Post Surgery,Resistance Band,2x18,8 min,High,Improve mobility
6082,Neck Stretch,Back,Muscle Weakness,Dumbbell,3x11,20 min,High,Improve balance
6083,Toe Raises,Ankle,Stiffness,Ball,3x18,11 min,Low,Strengthen muscles
6084,Finger Stretch,Knee,Post Surgery,Ball,5x19,10 min,Medium,Rehabilitation
6085,Trunk Rotation,Ankle,Arthritis,Ball,4x18,18 min,Low,Increase flexibility
6086,Wall Push-Ups,Arm,Muscle Weakness,Mat,2x15,11 min,Low,Improve balance
6087,Hamstring Curl,Core,Stroke Recovery,Dumbbell,4x13,19 min,Medium,Improve mobility
6088,Trunk Rotation,Arm,Chronic Pain,Resistance Band,2x14,7 min,Medium,Strengthen muscles
6089,Ankle Pumps,Knee,Lower Back Pain,Ball,2x17,7 min,Medium,Improve mobility
6090,Heel Slides,Ankle,Arthritis,Chair,2x20,22 min,Medium,Improve mobility
6091,Knee Extensions,Arm,Post Fracture,Mat,3x10,14 min,High,Increase flexibility
6092,Sit to Stand,Neck,Chronic Pain,Mat,2x9,9 min,Medium,Reduce pain
6093,Arm Circles,Hip,Post Fracture,Ball,2x13,25 min,Medium,Strengthen muscles
6094,Shoulder Flexion,Ankle,Stiffness,Wall,5x18,15 min,High,Improve balance
6095,Neck Stretch,Hip,Stroke Recovery,Chair,4x18,10 min,High,Improve circulation
6096,Wall Push-Ups,Back,Post Surgery,Resistance Band,5x14,25 min,Medium,Reduce pain
6097,Toe Raises,Ankle,Stroke Recovery,Dumbbell,4x13,15 min,Low,Reduce pain
6098,Seated Marching,Leg,Lower Back Pain,None,5x10,11 min,Medium,Strengthen muscles
6099,Knee Extensions,Ankle,Post Surgery,Wall,5x9,17 min,Medium,Rehabilitation
